Date,Rating,Review_No_x,Review_No_y,Perc
2018-01-24,1,5,118,0.0423728813559322
2018-01-24,3,3,118,0.025423728813559324
2018-01-24,4,19,118,0.16101694915254236
2018-01-24,5,91,118,0.7711864406779662
2018-01-25,1,5,113,0.04424778761061947
2018-01-25,2,3,113,0.02654867256637168
2018-01-25,3,1,113,0.008849557522123894
2018-01-25,4,10,113,0.08849557522123894
2018-01-25,5,94,113,0.831858407079646
2018-01-26,1,5,112,0.044642857142857144
2018-01-26,2,2,112,0.017857142857142856
2018-01-26,3,1,112,0.008928571428571428
2018-01-26,4,10,112,0.08928571428571429
2018-01-26,5,94,112,0.8392857142857143
2018-01-27,1,8,114,0.07017543859649122
2018-01-27,2,1,114,0.008771929824561403
2018-01-27,3,5,114,0.043859649122807015
2018-01-27,4,20,114,0.17543859649122806
2018-01-27,5,80,114,0.7017543859649122
2018-01-28,1,7,128,0.0546875
2018-01-28,2,2,128,0.015625
2018-01-28,3,5,128,0.0390625
2018-01-28,4,14,128,0.109375
2018-01-28,5,100,128,0.78125
2018-01-29,1,10,114,0.08771929824561403
2018-01-29,2,2,114,0.017543859649122806
2018-01-29,3,3,114,0.02631578947368421
2018-01-29,4,10,114,0.08771929824561403
2018-01-29,5,89,114,0.7807017543859649
2018-01-30,1,7,128,0.0546875
2018-01-30,2,1,128,0.0078125
2018-01-30,3,3,128,0.0234375
2018-01-30,4,12,128,0.09375
2018-01-30,5,105,128,0.8203125
2018-01-31,1,5,112,0.044642857142857144
2018-01-31,2,1,112,0.008928571428571428
2018-01-31,3,5,112,0.044642857142857144
2018-01-31,4,11,112,0.09821428571428571
2018-01-31,5,90,112,0.8035714285714286
2018-02-01,1,1,107,0.009345794392523364
2018-02-01,2,2,107,0.018691588785046728
2018-02-01,3,7,107,0.06542056074766354
2018-02-01,4,11,107,0.102803738317757
2018-02-01,5,86,107,0.8037383177570093
2018-02-02,1,8,107,0.07476635514018691
2018-02-02,2,3,107,0.028037383177570093
2018-02-02,3,1,107,0.009345794392523364
2018-02-02,4,8,107,0.07476635514018691
2018-02-02,5,87,107,0.8130841121495327
2018-02-03,1,12,114,0.10526315789473684
2018-02-03,2,1,114,0.008771929824561403
2018-02-03,3,7,114,0.06140350877192982
2018-02-03,4,7,114,0.06140350877192982
2018-02-03,5,87,114,0.7631578947368421
2018-02-04,1,8,113,0.07079646017699115
2018-02-04,2,1,113,0.008849557522123894
2018-02-04,3,3,113,0.02654867256637168
2018-02-04,4,9,113,0.07964601769911504
2018-02-04,5,92,113,0.8141592920353983
2018-02-05,1,7,120,0.058333333333333334
2018-02-05,2,2,120,0.016666666666666666
2018-02-05,3,3,120,0.025
2018-02-05,4,13,120,0.10833333333333334
2018-02-05,5,95,120,0.7916666666666666
2018-02-06,1,9,123,0.07317073170731707
2018-02-06,2,5,123,0.04065040650406504
2018-02-06,3,4,123,0.032520325203252036
2018-02-06,4,11,123,0.08943089430894309
2018-02-06,5,94,123,0.7642276422764228
2018-02-07,1,12,117,0.10256410256410256
2018-02-07,2,1,117,0.008547008547008548
2018-02-07,3,1,117,0.008547008547008548
2018-02-07,4,18,117,0.15384615384615385
2018-02-07,5,85,117,0.7264957264957265
2018-02-08,1,5,110,0.045454545454545456
2018-02-08,2,2,110,0.01818181818181818
2018-02-08,3,2,110,0.01818181818181818
2018-02-08,4,12,110,0.10909090909090909
2018-02-08,5,89,110,0.8090909090909091
2018-02-09,1,8,112,0.07142857142857142
2018-02-09,2,3,112,0.026785714285714284
2018-02-09,3,1,112,0.008928571428571428
2018-02-09,4,10,112,0.08928571428571429
2018-02-09,5,90,112,0.8035714285714286
2018-02-10,1,6,107,0.056074766355140186
2018-02-10,3,5,107,0.04672897196261682
2018-02-10,4,13,107,0.12149532710280374
2018-02-10,5,83,107,0.7757009345794392
2018-02-11,1,4,129,0.031007751937984496
2018-02-11,2,1,129,0.007751937984496124
2018-02-11,3,8,129,0.06201550387596899
2018-02-11,4,12,129,0.09302325581395349
2018-02-11,5,104,129,0.8062015503875969
2018-02-12,1,8,135,0.05925925925925926
2018-02-12,2,4,135,0.02962962962962963
2018-02-12,3,4,135,0.02962962962962963
2018-02-12,4,17,135,0.1259259259259259
2018-02-12,5,102,135,0.7555555555555555
2018-02-13,1,1,121,0.008264462809917356
2018-02-13,2,2,121,0.01652892561983471
2018-02-13,3,4,121,0.03305785123966942
2018-02-13,4,14,121,0.11570247933884298
2018-02-13,5,100,121,0.8264462809917356
2018-02-14,1,6,89,0.06741573033707865
2018-02-14,2,1,89,0.011235955056179775
2018-02-14,4,5,89,0.056179775280898875
2018-02-14,5,77,89,0.8651685393258427
2018-02-15,1,10,112,0.08928571428571429
2018-02-15,2,2,112,0.017857142857142856
2018-02-15,3,5,112,0.044642857142857144
2018-02-15,4,10,112,0.08928571428571429
2018-02-15,5,85,112,0.7589285714285714
2018-02-16,1,20,138,0.14492753623188406
2018-02-16,2,7,138,0.050724637681159424
2018-02-16,3,9,138,0.06521739130434782
2018-02-16,4,17,138,0.12318840579710146
2018-02-16,5,85,138,0.6159420289855072
2018-02-17,1,23,151,0.152317880794702
2018-02-17,2,2,151,0.013245033112582781
2018-02-17,3,10,151,0.06622516556291391
2018-02-17,4,13,151,0.08609271523178808
2018-02-17,5,103,151,0.6821192052980133
2018-02-18,1,6,95,0.06315789473684211
2018-02-18,2,2,95,0.021052631578947368
2018-02-18,3,5,95,0.05263157894736842
2018-02-18,4,14,95,0.14736842105263157
2018-02-18,5,68,95,0.7157894736842105
2018-02-19,1,3,118,0.025423728813559324
2018-02-19,2,3,118,0.025423728813559324
2018-02-19,3,3,118,0.025423728813559324
2018-02-19,4,20,118,0.1694915254237288
2018-02-19,5,89,118,0.7542372881355932
2018-02-20,1,6,123,0.04878048780487805
2018-02-20,2,1,123,0.008130081300813009
2018-02-20,3,7,123,0.056910569105691054
2018-02-20,4,17,123,0.13821138211382114
2018-02-20,5,92,123,0.7479674796747967
2018-02-21,1,4,123,0.032520325203252036
2018-02-21,2,1,123,0.008130081300813009
2018-02-21,3,5,123,0.04065040650406504
2018-02-21,4,10,123,0.08130081300813008
2018-02-21,5,103,123,0.8373983739837398
2018-02-22,1,9,122,0.07377049180327869
2018-02-22,2,4,122,0.03278688524590164
2018-02-22,3,4,122,0.03278688524590164
2018-02-22,4,15,122,0.12295081967213115
2018-02-22,5,90,122,0.7377049180327869
2018-02-23,1,20,127,0.15748031496062992
2018-02-23,3,6,127,0.047244094488188976
2018-02-23,4,10,127,0.07874015748031496
2018-02-23,5,91,127,0.7165354330708661
2018-02-24,1,15,122,0.12295081967213115
2018-02-24,2,7,122,0.05737704918032787
2018-02-24,3,3,122,0.02459016393442623
2018-02-24,4,11,122,0.09016393442622951
2018-02-24,5,86,122,0.7049180327868853
2018-02-25,1,4,113,0.035398230088495575
2018-02-25,2,3,113,0.02654867256637168
2018-02-25,3,6,113,0.05309734513274336
2018-02-25,4,12,113,0.10619469026548672
2018-02-25,5,88,113,0.7787610619469026
2018-02-26,1,7,129,0.05426356589147287
2018-02-26,3,4,129,0.031007751937984496
2018-02-26,4,17,129,0.13178294573643412
2018-02-26,5,101,129,0.7829457364341085
2018-02-27,1,12,142,0.08450704225352113
2018-02-27,2,5,142,0.035211267605633804
2018-02-27,3,5,142,0.035211267605633804
2018-02-27,4,16,142,0.11267605633802817
2018-02-27,5,104,142,0.7323943661971831
2018-02-28,1,8,129,0.06201550387596899
2018-02-28,2,1,129,0.007751937984496124
2018-02-28,3,5,129,0.03875968992248062
2018-02-28,4,22,129,0.17054263565891473
2018-02-28,5,93,129,0.7209302325581395
2018-03-01,1,9,122,0.07377049180327869
2018-03-01,2,3,122,0.02459016393442623
2018-03-01,3,4,122,0.03278688524590164
2018-03-01,4,11,122,0.09016393442622951
2018-03-01,5,95,122,0.7786885245901639
2018-03-02,1,7,106,0.0660377358490566
2018-03-02,2,1,106,0.009433962264150943
2018-03-02,3,2,106,0.018867924528301886
2018-03-02,4,15,106,0.14150943396226415
2018-03-02,5,81,106,0.7641509433962265
2018-03-03,1,10,123,0.08130081300813008
2018-03-03,2,2,123,0.016260162601626018
2018-03-03,3,4,123,0.032520325203252036
2018-03-03,4,15,123,0.12195121951219512
2018-03-03,5,92,123,0.7479674796747967
2018-03-04,1,8,123,0.06504065040650407
2018-03-04,2,3,123,0.024390243902439025
2018-03-04,3,6,123,0.04878048780487805
2018-03-04,4,18,123,0.14634146341463414
2018-03-04,5,88,123,0.7154471544715447
2018-03-05,1,13,130,0.1
2018-03-05,2,1,130,0.007692307692307693
2018-03-05,3,7,130,0.05384615384615385
2018-03-05,4,13,130,0.1
2018-03-05,5,96,130,0.7384615384615385
2018-03-06,1,9,126,0.07142857142857142
2018-03-06,2,4,126,0.031746031746031744
2018-03-06,3,11,126,0.0873015873015873
2018-03-06,4,13,126,0.10317460317460317
2018-03-06,5,89,126,0.7063492063492064
2018-03-07,1,6,97,0.061855670103092786
2018-03-07,2,3,97,0.030927835051546393
2018-03-07,3,5,97,0.05154639175257732
2018-03-07,4,10,97,0.10309278350515463
2018-03-07,5,73,97,0.7525773195876289
2018-03-08,1,17,141,0.12056737588652482
2018-03-08,2,4,141,0.028368794326241134
2018-03-08,3,13,141,0.09219858156028368
2018-03-08,4,17,141,0.12056737588652482
2018-03-08,5,90,141,0.6382978723404256
2018-03-09,1,6,114,0.05263157894736842
2018-03-09,2,1,114,0.008771929824561403
2018-03-09,3,2,114,0.017543859649122806
2018-03-09,4,15,114,0.13157894736842105
2018-03-09,5,90,114,0.7894736842105263
2018-03-10,1,16,132,0.12121212121212122
2018-03-10,2,2,132,0.015151515151515152
2018-03-10,3,3,132,0.022727272727272728
2018-03-10,4,17,132,0.12878787878787878
2018-03-10,5,94,132,0.7121212121212122
2018-03-11,1,10,129,0.07751937984496124
2018-03-11,2,1,129,0.007751937984496124
2018-03-11,3,5,129,0.03875968992248062
2018-03-11,4,20,129,0.15503875968992248
2018-03-11,5,93,129,0.7209302325581395
2018-03-12,1,6,117,0.05128205128205128
2018-03-12,2,5,117,0.042735042735042736
2018-03-12,3,1,117,0.008547008547008548
2018-03-12,4,14,117,0.11965811965811966
2018-03-12,5,91,117,0.7777777777777778
2018-03-13,1,11,114,0.09649122807017543
2018-03-13,2,1,114,0.008771929824561403
2018-03-13,3,6,114,0.05263157894736842
2018-03-13,4,7,114,0.06140350877192982
2018-03-13,5,89,114,0.7807017543859649
2018-03-14,1,10,108,0.09259259259259259
2018-03-14,2,3,108,0.027777777777777776
2018-03-14,3,7,108,0.06481481481481481
2018-03-14,4,14,108,0.12962962962962962
2018-03-14,5,74,108,0.6851851851851852
2018-03-15,1,14,127,0.11023622047244094
2018-03-15,2,2,127,0.015748031496062992
2018-03-15,3,5,127,0.03937007874015748
2018-03-15,4,24,127,0.1889763779527559
2018-03-15,5,82,127,0.6456692913385826
2018-03-16,1,6,121,0.049586776859504134
2018-03-16,2,2,121,0.01652892561983471
2018-03-16,3,4,121,0.03305785123966942
2018-03-16,4,22,121,0.18181818181818182
2018-03-16,5,87,121,0.71900826446281
2018-03-17,1,6,105,0.05714285714285714
2018-03-17,3,2,105,0.01904761904761905
2018-03-17,4,7,105,0.06666666666666667
2018-03-17,5,90,105,0.8571428571428571
2018-03-18,1,9,125,0.072
2018-03-18,2,4,125,0.032
2018-03-18,3,3,125,0.024
2018-03-18,4,15,125,0.12
2018-03-18,5,94,125,0.752
2018-03-19,1,6,129,0.046511627906976744
2018-03-19,3,2,129,0.015503875968992248
2018-03-19,4,10,129,0.07751937984496124
2018-03-19,5,111,129,0.8604651162790697
2018-03-20,1,7,121,0.05785123966942149
2018-03-20,3,4,121,0.03305785123966942
2018-03-20,4,17,121,0.14049586776859505
2018-03-20,5,93,121,0.768595041322314
2018-03-21,1,4,109,0.03669724770642202
2018-03-21,2,1,109,0.009174311926605505
2018-03-21,3,2,109,0.01834862385321101
2018-03-21,4,15,109,0.13761467889908258
2018-03-21,5,87,109,0.7981651376146789
2018-03-22,1,8,128,0.0625
2018-03-22,2,1,128,0.0078125
2018-03-22,3,4,128,0.03125
2018-03-22,4,18,128,0.140625
2018-03-22,5,97,128,0.7578125
2018-03-23,1,7,118,0.059322033898305086
2018-03-23,2,3,118,0.025423728813559324
2018-03-23,3,5,118,0.0423728813559322
2018-03-23,4,9,118,0.07627118644067797
2018-03-23,5,94,118,0.7966101694915254
2018-03-24,1,5,113,0.04424778761061947
2018-03-24,3,4,113,0.035398230088495575
2018-03-24,4,16,113,0.1415929203539823
2018-03-24,5,88,113,0.7787610619469026
2018-03-25,1,5,119,0.04201680672268908
2018-03-25,3,4,119,0.03361344537815126
2018-03-25,4,11,119,0.09243697478991597
2018-03-25,5,99,119,0.8319327731092437
2018-03-26,1,5,128,0.0390625
2018-03-26,2,1,128,0.0078125
2018-03-26,3,5,128,0.0390625
2018-03-26,4,14,128,0.109375
2018-03-26,5,103,128,0.8046875
2018-03-27,1,5,116,0.04310344827586207
2018-03-27,2,3,116,0.02586206896551724
2018-03-27,3,3,116,0.02586206896551724
2018-03-27,4,16,116,0.13793103448275862
2018-03-27,5,89,116,0.7672413793103449
2018-03-28,1,4,97,0.041237113402061855
2018-03-28,2,2,97,0.020618556701030927
2018-03-28,3,3,97,0.030927835051546393
2018-03-28,4,10,97,0.10309278350515463
2018-03-28,5,78,97,0.8041237113402062
2018-03-29,1,9,134,0.06716417910447761
2018-03-29,2,4,134,0.029850746268656716
2018-03-29,3,7,134,0.05223880597014925
2018-03-29,4,16,134,0.11940298507462686
2018-03-29,5,98,134,0.7313432835820896
2018-03-30,1,12,99,0.12121212121212122
2018-03-30,2,1,99,0.010101010101010102
2018-03-30,3,4,99,0.04040404040404041
2018-03-30,4,10,99,0.10101010101010101
2018-03-30,5,72,99,0.7272727272727273
2018-03-31,1,10,129,0.07751937984496124
2018-03-31,2,1,129,0.007751937984496124
2018-03-31,3,3,129,0.023255813953488372
2018-03-31,4,23,129,0.17829457364341086
2018-03-31,5,92,129,0.7131782945736435
2018-04-01,1,7,110,0.06363636363636363
2018-04-01,3,1,110,0.00909090909090909
2018-04-01,4,13,110,0.11818181818181818
2018-04-01,5,89,110,0.8090909090909091
2018-04-02,1,4,120,0.03333333333333333
2018-04-02,2,2,120,0.016666666666666666
2018-04-02,3,6,120,0.05
2018-04-02,4,16,120,0.13333333333333333
2018-04-02,5,92,120,0.7666666666666667
2018-04-03,1,4,96,0.041666666666666664
2018-04-03,2,3,96,0.03125
2018-04-03,3,5,96,0.052083333333333336
2018-04-03,4,14,96,0.14583333333333334
2018-04-03,5,70,96,0.7291666666666666
2018-04-04,1,8,111,0.07207207207207207
2018-04-04,4,11,111,0.0990990990990991
2018-04-04,5,92,111,0.8288288288288288
2018-04-05,1,4,111,0.036036036036036036
2018-04-05,2,2,111,0.018018018018018018
2018-04-05,3,5,111,0.04504504504504504
2018-04-05,4,13,111,0.11711711711711711
2018-04-05,5,87,111,0.7837837837837838
2018-04-06,1,9,133,0.06766917293233082
2018-04-06,3,8,133,0.06015037593984962
2018-04-06,4,17,133,0.12781954887218044
2018-04-06,5,99,133,0.7443609022556391
2018-04-07,1,10,131,0.07633587786259542
2018-04-07,2,1,131,0.007633587786259542
2018-04-07,3,4,131,0.030534351145038167
2018-04-07,4,16,131,0.12213740458015267
2018-04-07,5,100,131,0.7633587786259542
2018-04-08,1,9,138,0.06521739130434782
2018-04-08,2,1,138,0.007246376811594203
2018-04-08,3,2,138,0.014492753623188406
2018-04-08,4,19,138,0.13768115942028986
2018-04-08,5,107,138,0.7753623188405797
2018-04-09,1,6,124,0.04838709677419355
2018-04-09,2,2,124,0.016129032258064516
2018-04-09,3,7,124,0.056451612903225805
2018-04-09,4,8,124,0.06451612903225806
2018-04-09,5,101,124,0.8145161290322581
2018-04-10,1,9,136,0.0661764705882353
2018-04-10,2,2,136,0.014705882352941176
2018-04-10,3,8,136,0.058823529411764705
2018-04-10,4,13,136,0.09558823529411764
2018-04-10,5,104,136,0.7647058823529411
2018-04-11,1,4,126,0.031746031746031744
2018-04-11,2,2,126,0.015873015873015872
2018-04-11,3,2,126,0.015873015873015872
2018-04-11,4,9,126,0.07142857142857142
2018-04-11,5,109,126,0.8650793650793651
2018-04-12,1,16,137,0.11678832116788321
2018-04-12,2,6,137,0.043795620437956206
2018-04-12,3,4,137,0.029197080291970802
2018-04-12,4,17,137,0.12408759124087591
2018-04-12,5,94,137,0.6861313868613139
2018-04-13,1,25,173,0.14450867052023122
2018-04-13,2,6,173,0.03468208092485549
2018-04-13,3,10,173,0.057803468208092484
2018-04-13,4,23,173,0.1329479768786127
2018-04-13,5,109,173,0.630057803468208
2018-04-14,1,20,150,0.13333333333333333
2018-04-14,2,6,150,0.04
2018-04-14,3,5,150,0.03333333333333333
2018-04-14,4,12,150,0.08
2018-04-14,5,107,150,0.7133333333333334
2018-04-15,1,6,119,0.05042016806722689
2018-04-15,2,1,119,0.008403361344537815
2018-04-15,3,5,119,0.04201680672268908
2018-04-15,4,23,119,0.19327731092436976
2018-04-15,5,84,119,0.7058823529411765
2018-04-16,1,6,111,0.05405405405405406
2018-04-16,3,5,111,0.04504504504504504
2018-04-16,4,13,111,0.11711711711711711
2018-04-16,5,87,111,0.7837837837837838
2018-04-17,1,7,103,0.06796116504854369
2018-04-17,2,2,103,0.019417475728155338
2018-04-17,3,3,103,0.02912621359223301
2018-04-17,4,13,103,0.1262135922330097
2018-04-17,5,78,103,0.7572815533980582
2018-04-18,1,8,97,0.08247422680412371
2018-04-18,3,7,97,0.07216494845360824
2018-04-18,4,12,97,0.12371134020618557
2018-04-18,5,70,97,0.7216494845360825
2018-04-19,1,11,98,0.11224489795918367
2018-04-19,2,3,98,0.030612244897959183
2018-04-19,3,1,98,0.01020408163265306
2018-04-19,4,8,98,0.08163265306122448
2018-04-19,5,75,98,0.7653061224489796
2018-04-20,1,6,95,0.06315789473684211
2018-04-20,2,1,95,0.010526315789473684
2018-04-20,3,4,95,0.042105263157894736
2018-04-20,4,15,95,0.15789473684210525
2018-04-20,5,69,95,0.7263157894736842
2018-04-21,1,2,85,0.023529411764705882
2018-04-21,3,2,85,0.023529411764705882
2018-04-21,4,9,85,0.10588235294117647
2018-04-21,5,72,85,0.8470588235294118
2018-04-22,1,7,107,0.06542056074766354
2018-04-22,2,2,107,0.018691588785046728
2018-04-22,3,1,107,0.009345794392523364
2018-04-22,4,13,107,0.12149532710280374
2018-04-22,5,84,107,0.7850467289719626
2018-04-23,1,10,106,0.09433962264150944
2018-04-23,2,2,106,0.018867924528301886
2018-04-23,3,3,106,0.02830188679245283
2018-04-23,4,18,106,0.16981132075471697
2018-04-23,5,73,106,0.6886792452830188
2018-04-24,1,8,75,0.10666666666666667
2018-04-24,2,3,75,0.04
2018-04-24,3,1,75,0.013333333333333334
2018-04-24,4,14,75,0.18666666666666668
2018-04-24,5,49,75,0.6533333333333333
2018-04-25,1,8,98,0.08163265306122448
2018-04-25,2,3,98,0.030612244897959183
2018-04-25,3,3,98,0.030612244897959183
2018-04-25,4,9,98,0.09183673469387756
2018-04-25,5,75,98,0.7653061224489796
2018-04-26,1,7,91,0.07692307692307693
2018-04-26,2,2,91,0.02197802197802198
2018-04-26,3,2,91,0.02197802197802198
2018-04-26,4,16,91,0.17582417582417584
2018-04-26,5,64,91,0.7032967032967034
2018-04-27,1,3,77,0.03896103896103896
2018-04-27,3,1,77,0.012987012987012988
2018-04-27,4,15,77,0.19480519480519481
2018-04-27,5,58,77,0.7532467532467533
2018-04-28,1,8,35,0.22857142857142856
2018-04-28,2,1,35,0.02857142857142857
2018-04-28,3,1,35,0.02857142857142857
2018-04-28,4,2,35,0.05714285714285714
2018-04-28,5,23,35,0.6571428571428571
2018-04-29,1,5,14,0.35714285714285715
2018-04-29,5,9,14,0.6428571428571429
2018-04-30,1,8,79,0.10126582278481013
2018-04-30,2,1,79,0.012658227848101266
2018-04-30,3,8,79,0.10126582278481013
2018-04-30,4,10,79,0.12658227848101267
2018-04-30,5,52,79,0.6582278481012658
2018-05-01,1,3,185,0.016216216216216217
2018-05-01,2,3,185,0.016216216216216217
2018-05-01,3,4,185,0.021621621621621623
2018-05-01,4,33,185,0.1783783783783784
2018-05-01,5,142,185,0.7675675675675676
2018-05-02,1,5,114,0.043859649122807015
2018-05-02,3,2,114,0.017543859649122806
2018-05-02,4,15,114,0.13157894736842105
2018-05-02,5,92,114,0.8070175438596491
2018-05-03,1,3,101,0.0297029702970297
2018-05-03,2,3,101,0.0297029702970297
2018-05-03,3,2,101,0.019801980198019802
2018-05-03,4,21,101,0.2079207920792079
2018-05-03,5,72,101,0.7128712871287128
2018-05-04,1,2,81,0.024691358024691357
2018-05-04,3,4,81,0.04938271604938271
2018-05-04,4,7,81,0.08641975308641975
2018-05-04,5,68,81,0.8395061728395061
2018-05-05,1,5,94,0.05319148936170213
2018-05-05,2,2,94,0.02127659574468085
2018-05-05,3,3,94,0.031914893617021274
2018-05-05,4,14,94,0.14893617021276595
2018-05-05,5,70,94,0.7446808510638298
2018-05-06,1,2,98,0.02040816326530612
2018-05-06,2,1,98,0.01020408163265306
2018-05-06,3,3,98,0.030612244897959183
2018-05-06,4,15,98,0.15306122448979592
2018-05-06,5,77,98,0.7857142857142857
2018-05-07,1,3,98,0.030612244897959183
2018-05-07,3,3,98,0.030612244897959183
2018-05-07,4,14,98,0.14285714285714285
2018-05-07,5,78,98,0.7959183673469388
2018-05-08,1,9,84,0.10714285714285714
2018-05-08,2,1,84,0.011904761904761904
2018-05-08,3,6,84,0.07142857142857142
2018-05-08,4,12,84,0.14285714285714285
2018-05-08,5,56,84,0.6666666666666666
2018-05-09,1,2,78,0.02564102564102564
2018-05-09,2,1,78,0.01282051282051282
2018-05-09,3,2,78,0.02564102564102564
2018-05-09,4,11,78,0.14102564102564102
2018-05-09,5,62,78,0.7948717948717948
2018-05-10,1,2,82,0.024390243902439025
2018-05-10,2,2,82,0.024390243902439025
2018-05-10,3,4,82,0.04878048780487805
2018-05-10,4,10,82,0.12195121951219512
2018-05-10,5,64,82,0.7804878048780488
2018-05-11,1,5,83,0.060240963855421686
2018-05-11,2,1,83,0.012048192771084338
2018-05-11,3,7,83,0.08433734939759036
2018-05-11,4,13,83,0.1566265060240964
2018-05-11,5,57,83,0.6867469879518072
2018-05-12,1,5,80,0.0625
2018-05-12,2,1,80,0.0125
2018-05-12,3,4,80,0.05
2018-05-12,4,12,80,0.15
2018-05-12,5,58,80,0.725
2018-05-13,1,5,90,0.05555555555555555
2018-05-13,3,4,90,0.044444444444444446
2018-05-13,4,10,90,0.1111111111111111
2018-05-13,5,71,90,0.7888888888888889
2018-05-14,1,5,107,0.04672897196261682
2018-05-14,3,7,107,0.06542056074766354
2018-05-14,4,12,107,0.11214953271028037
2018-05-14,5,83,107,0.7757009345794392
2018-05-15,1,5,91,0.054945054945054944
2018-05-15,2,2,91,0.02197802197802198
2018-05-15,3,8,91,0.08791208791208792
2018-05-15,4,9,91,0.0989010989010989
2018-05-15,5,67,91,0.7362637362637363
2018-05-16,1,11,111,0.0990990990990991
2018-05-16,2,3,111,0.02702702702702703
2018-05-16,3,6,111,0.05405405405405406
2018-05-16,4,10,111,0.09009009009009009
2018-05-16,5,81,111,0.7297297297297297
2018-05-17,1,8,98,0.08163265306122448
2018-05-17,2,2,98,0.02040816326530612
2018-05-17,3,2,98,0.02040816326530612
2018-05-17,4,11,98,0.11224489795918367
2018-05-17,5,75,98,0.7653061224489796
2018-05-18,1,5,83,0.060240963855421686
2018-05-18,2,1,83,0.012048192771084338
2018-05-18,3,7,83,0.08433734939759036
2018-05-18,4,12,83,0.14457831325301204
2018-05-18,5,58,83,0.6987951807228916
2018-05-19,1,6,112,0.05357142857142857
2018-05-19,2,1,112,0.008928571428571428
2018-05-19,4,14,112,0.125
2018-05-19,5,91,112,0.8125
2018-05-20,1,5,112,0.044642857142857144
2018-05-20,3,3,112,0.026785714285714284
2018-05-20,4,11,112,0.09821428571428571
2018-05-20,5,93,112,0.8303571428571429
2018-05-21,1,3,93,0.03225806451612903
2018-05-21,2,2,93,0.021505376344086023
2018-05-21,3,3,93,0.03225806451612903
2018-05-21,4,9,93,0.0967741935483871
2018-05-21,5,76,93,0.8172043010752689
2018-05-22,1,5,108,0.046296296296296294
2018-05-22,3,5,108,0.046296296296296294
2018-05-22,4,14,108,0.12962962962962962
2018-05-22,5,84,108,0.7777777777777778
2018-05-23,1,6,93,0.06451612903225806
2018-05-23,2,1,93,0.010752688172043012
2018-05-23,3,3,93,0.03225806451612903
2018-05-23,4,11,93,0.11827956989247312
2018-05-23,5,72,93,0.7741935483870968
2018-05-24,1,6,96,0.0625
2018-05-24,2,1,96,0.010416666666666666
2018-05-24,3,6,96,0.0625
2018-05-24,4,11,96,0.11458333333333333
2018-05-24,5,72,96,0.75
2018-05-25,1,5,96,0.052083333333333336
2018-05-25,2,2,96,0.020833333333333332
2018-05-25,3,3,96,0.03125
2018-05-25,4,11,96,0.11458333333333333
2018-05-25,5,75,96,0.78125
2018-05-26,1,9,106,0.08490566037735849
2018-05-26,2,1,106,0.009433962264150943
2018-05-26,3,6,106,0.05660377358490566
2018-05-26,4,16,106,0.1509433962264151
2018-05-26,5,74,106,0.6981132075471698
2018-05-27,1,4,110,0.03636363636363636
2018-05-27,2,3,110,0.02727272727272727
2018-05-27,3,1,110,0.00909090909090909
2018-05-27,4,12,110,0.10909090909090909
2018-05-27,5,90,110,0.8181818181818182
2018-05-28,1,6,96,0.0625
2018-05-28,3,4,96,0.041666666666666664
2018-05-28,4,11,96,0.11458333333333333
2018-05-28,5,75,96,0.78125
2018-05-29,1,3,81,0.037037037037037035
2018-05-29,2,2,81,0.024691358024691357
2018-05-29,3,1,81,0.012345679012345678
2018-05-29,4,13,81,0.16049382716049382
2018-05-29,5,62,81,0.7654320987654321
2018-05-30,1,3,82,0.036585365853658534
2018-05-30,2,1,82,0.012195121951219513
2018-05-30,3,4,82,0.04878048780487805
2018-05-30,4,7,82,0.08536585365853659
2018-05-30,5,67,82,0.8170731707317073
2018-05-31,1,7,80,0.0875
2018-05-31,2,1,80,0.0125
2018-05-31,3,4,80,0.05
2018-05-31,4,5,80,0.0625
2018-05-31,5,63,80,0.7875
2018-06-01,1,7,89,0.07865168539325842
2018-06-01,2,1,89,0.011235955056179775
2018-06-01,3,2,89,0.02247191011235955
2018-06-01,4,11,89,0.12359550561797752
2018-06-01,5,68,89,0.7640449438202247
2018-06-02,1,8,87,0.09195402298850575
2018-06-02,2,1,87,0.011494252873563218
2018-06-02,3,1,87,0.011494252873563218
2018-06-02,4,9,87,0.10344827586206896
2018-06-02,5,68,87,0.7816091954022989
2018-06-03,1,9,90,0.1
2018-06-03,2,1,90,0.011111111111111112
2018-06-03,3,2,90,0.022222222222222223
2018-06-03,4,17,90,0.18888888888888888
2018-06-03,5,61,90,0.6777777777777778
2018-06-04,1,6,105,0.05714285714285714
2018-06-04,2,2,105,0.01904761904761905
2018-06-04,3,7,105,0.06666666666666667
2018-06-04,4,7,105,0.06666666666666667
2018-06-04,5,83,105,0.7904761904761904
2018-06-05,1,5,108,0.046296296296296294
2018-06-05,2,2,108,0.018518518518518517
2018-06-05,4,13,108,0.12037037037037036
2018-06-05,5,88,108,0.8148148148148148
2018-06-06,1,8,101,0.07920792079207921
2018-06-06,3,4,101,0.039603960396039604
2018-06-06,4,9,101,0.0891089108910891
2018-06-06,5,80,101,0.7920792079207921
2018-06-07,1,7,90,0.07777777777777778
2018-06-07,2,3,90,0.03333333333333333
2018-06-07,3,3,90,0.03333333333333333
2018-06-07,4,15,90,0.16666666666666666
2018-06-07,5,62,90,0.6888888888888889
2018-06-08,1,9,95,0.09473684210526316
2018-06-08,2,1,95,0.010526315789473684
